,place_name,place_link,place_page
364,경운동 민병옥 가옥,https://place.map.kakao.com/7888449,"http://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=24,00150000,11&pageNo=1_1_1_0"
365,기차바위 능성,https://place.map.kakao.com/14979456,none
366,경복궁 외소주방,https://place.map.kakao.com/26810186,none
367,부용정,https://place.map.kakao.com/7914319,none
368,1.21사태 소나무,https://place.map.kakao.com/217863405,none
369,하마비와 탕평비각,https://place.map.kakao.com/243209316,none
370,남이장군집터,https://place.map.kakao.com/8227748,none
371,옥류동천,https://place.map.kakao.com/27459749,none
372,김정희 본가 터,https://place.map.kakao.com/8213241,none
373,창덕궁 중희당터,https://place.map.kakao.com/993950125,none
374,자수궁터,https://place.map.kakao.com/778728075,none
375,겸재정선집터,https://place.map.kakao.com/270135682,none
376,종친부 경근당,https://place.map.kakao.com/25665927,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_1_1&ccbaCpno=1121121510000
377,백사이항복집터,https://place.map.kakao.com/7886679,http://sca.seoul.go.kr/korean/culturalAsset.jsp?sCode=100091&sClssCode=1&sClssCode2=4
378,경희궁 금천교,https://place.map.kakao.com/27078964,none
379,서울북악산일원,https://place.map.kakao.com/12777445,none
380,동네골목길관광코스 3코스(삼청동),https://place.map.kakao.com/26558537,none
381,동령폭포,https://place.map.kakao.com/992686932,none
382,쌈지샛길,https://place.map.kakao.com/1107278717,none
383,경복궁 안내,https://place.map.kakao.com/1919315824,https://www.royalpalace.go.kr/content/guide/guide01_tab06.asp
384,김옥균집터,https://place.map.kakao.com/1140374227,none
385,박종화의집,https://place.map.kakao.com/7889768,none
386,어영청터,https://place.map.kakao.com/896782836,none
387,민영환의집터,https://place.map.kakao.com/11067766,none
388,창덕궁 원역처소,https://place.map.kakao.com/19977958,none
389,백운장 터,https://place.map.kakao.com/1014068735,none
390,이현궁터,https://place.map.kakao.com/777986229,none
391,안동별궁 터,https://place.map.kakao.com/864624511,none
392,경성궤도회사터,https://place.map.kakao.com/797822761,none
393,구동아일보,https://place.map.kakao.com/11950872,none
394,창덕궁 영화당,https://place.map.kakao.com/8493027,https://www.cdg.go.kr/cms_for_cdg/show.jsp?show_no=44&check_no=9&c_relation=14&c_relation2=76
395,전봉준동상,https://place.map.kakao.com/1131813763,none
396,대한천일은행본점터,https://place.map.kakao.com/1075973848,none
397,형평사 터,https://place.map.kakao.com/891490155,none
398,번사창,https://place.map.kakao.com/12736016,none
399,대한매일신보창간사옥터,https://place.map.kakao.com/1152591226,none
400,경복궁 계무문,https://place.map.kakao.com/22879392,none
401,신흥대학 터,https://place.map.kakao.com/898828000,none
402,선희궁터,https://place.map.kakao.com/10486020,"https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=21,00320000,11&pageNo=1_1_1_0"
403,3.1운동 유적지 상춘원터,https://place.map.kakao.com/1168475502,none
404,한성부 북부관아터,https://place.map.kakao.com/766222143,none
405,서울테마산책길 진경산수화길,https://place.map.kakao.com/1416816147,none
406,독립운동가길,https://place.map.kakao.com/659314917,none
407,훈련도감터,https://place.map.kakao.com/749941210,none
408,창경궁 풍기대,https://place.map.kakao.com/13122293,none
409,창경궁 월근문,https://place.map.kakao.com/8028879,none
410,서울 장의사지 당간지주,https://place.map.kakao.com/12753651,none
411,김창숙선생집터,https://place.map.kakao.com/1167331012,none
412,서울명예도로 소나무길,https://place.map.kakao.com/95182613,none
413,돈의문박물관마을 안내소,https://place.map.kakao.com/1565894272,none
414,안창호선생 흉상,https://place.map.kakao.com/237313598,none
415,운현궁 수직사,https://place.map.kakao.com/12559342,none
416,해머링맨,https://place.map.kakao.com/1383786148,none
417,탑골공원 원각사비,https://place.map.kakao.com/17807540,none
418,서울여자경찰서 터,https://place.map.kakao.com/766143896,none
419,경복궁 태원전,https://place.map.kakao.com/12558343,http://www.royalpalace.go.kr/html/data/data_03_10.jsp?dep1=3&dep2=3
420,서울대문리대터,https://place.map.kakao.com/853306737,none
421,창덕궁 성정각,https://place.map.kakao.com/17808960,https://www.cdg.go.kr/bulletin/list01.htm?TbCode=10
422,신간회본부터,https://place.map.kakao.com/2074058,none
423,취운정 터,https://place.map.kakao.com/1182353546,none
424,사직정,https://place.map.kakao.com/1836907521,none
425,동궁권역,https://place.map.kakao.com/7843547,none
426,송기교 터,https://place.map.kakao.com/763981085,none
427,동아일보 창간사옥터,https://place.map.kakao.com/1153780204,none
428,지청천장군생가터,https://place.map.kakao.com/27305913,none
429,창경궁 팔각칠층석탑,https://place.map.kakao.com/12760691,"http://m.cha.go.kr/public/commentary/culSelectDetail.do?VdkVgwKey=12,11190000,11&pageNo=77010000"
430,낙산성곽길,https://place.map.kakao.com/26965027,none
431,감고당터,https://place.map.kakao.com/896872305,none
432,김성수선생옛집,https://place.map.kakao.com/8051705,none
433,창덕궁 선정전,https://place.map.kakao.com/7939997,https://www.cdg.go.kr/cms_for_cdg/show.jsp?show_no=39&check_no=8&c_relation=8&c_relation2=70
434,주시경흉상,https://place.map.kakao.com/27095953,none
435,충무공 이순신 백의종군로 출발지,https://place.map.kakao.com/879152373,none
436,김형태가옥,https://place.map.kakao.com/12771984,none
437,화신백화점터,https://place.map.kakao.com/1069669460,none
438,서울역사박물관 전차381호,https://place.map.kakao.com/27277184,http://www.museum.seoul.kr/www/NR_index.do?sso=ok
439,궁정파출소 터,https://place.map.kakao.com/854701617,none
440,구서울대학교 본관,https://place.map.kakao.com/10139951,"https://www.cha.go.kr/korea/heritage/search/Culresult_Db_View.jsp?VdkVgwKey=13,02780000,11"
441,청와대 수궁터,https://place.map.kakao.com/1866794202,https://www.opencheongwadae.kr/introduce-map04
442,옥호루,https://place.map.kakao.com/1317383605,none
443,서광범집터,https://place.map.kakao.com/772288980,none
444,창경궁 선인문,https://place.map.kakao.com/7945154,none
445,사동궁터,https://place.map.kakao.com/1138381079,none
446,옛휘문고교터,https://place.map.kakao.com/560659014,none
447,경복궁 집경당,https://place.map.kakao.com/17808556,https://www.royalpalace.go.kr/
448,여단 터,https://place.map.kakao.com/765419870,none
449,충훈부터,https://place.map.kakao.com/889625100,none
450,육의전터,https://place.map.kakao.com/1085974696,none
451,제생원터,https://place.map.kakao.com/751602368,none
452,경복궁 아미산,https://place.map.kakao.com/7991032,http://www.royalpalace.go.kr/html/main/main.jsp
453,전의감터,https://place.map.kakao.com/750414520,none
454,한남서림 터,https://place.map.kakao.com/1073197038,none
455,창덕궁 부용정,https://place.map.kakao.com/7907699,https://www.cdg.go.kr/cms_for_cdg/show.jsp?show_no=44&check_no=9&c_relation=14&c_relation2=76
456,유심사터,https://place.map.kakao.com/266058885,none
457,건순각,https://place.map.kakao.com/26431687,none
458,지석영선생집터,https://place.map.kakao.com/8080068,none
459,3.1독립운동기념터 중앙학림,https://place.map.kakao.com/1167905903,none
460,창경궁 관천대,https://place.map.kakao.com/10151851,"https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=12,08510000,11&pageNo=1_1_1_0"
461,조지서터,https://place.map.kakao.com/755646132,none
462,창덕궁 인정문,https://place.map.kakao.com/8050056,https://www.cdg.go.kr/cms_for_cdg/show.jsp?show_no=38&check_no=8&c_relation=7&c_relation2=69
463,조계사목석가불좌상,https://place.map.kakao.com/27160832,none
464,앙부일구,https://place.map.kakao.com/12639164,none
465,종로관성묘,https://place.map.kakao.com/12678084,none
466,국보위터,https://place.map.kakao.com/675519141,none
467,창덕궁 옥류천일원,https://place.map.kakao.com/12898488,https://www.cdg.go.kr/bulletin/list01.htm?TbCode=10
468,응란교터,https://place.map.kakao.com/765511663,none
469,조계사 백송,https://place.map.kakao.com/12721136,"https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16,00090000,11&pageNo=1_1_1_0"
470,창덕궁 청의정,https://place.map.kakao.com/12898521,https://www.cdg.go.kr/
471,홍제천,https://place.map.kakao.com/25731042,none
472,태화관길,https://place.map.kakao.com/66105607,none
473,금위영터,https://place.map.kakao.com/752325112,none
474,한성부동부관아터,https://place.map.kakao.com/769759721,none
475,구공업전습소 본관,https://place.map.kakao.com/8193420,"http://www.cha.go.kr/korea/heritage/search/Culresult_Db_View.jsp?VdkVgwKey=13,02790000,11"
476,서울도보관광코스 창덕궁~생태코스,https://place.map.kakao.com/26563952,none
477,세계어린이운동발상지 기념비,https://place.map.kakao.com/913934484,none
478,전차차고터,https://place.map.kakao.com/1155897205,none
479,의영고터,https://place.map.kakao.com/772707469,none
480,구기천,https://place.map.kakao.com/27492043,none
481,독립협회 창립총회 터,https://place.map.kakao.com/898350073,none
482,혜정교 터,https://place.map.kakao.com/763096090,none
483,창덕궁 구선원전,https://place.map.kakao.com/8665230,https://www.cdg.go.kr/main/main.htm
484,서울명예도로 박수근길,https://place.map.kakao.com/2124221889,none
485,창경궁 경춘전,https://place.map.kakao.com/8175540,none
486,정종수경사 순직비,https://place.map.kakao.com/1618974892,none
487,청와대 소정원,https://place.map.kakao.com/1867366294,none
488,조양교터,https://place.map.kakao.com/780565708,none
489,협률사원각사터,https://place.map.kakao.com/756286316,none
490,서울지구 병사구사령부 터,https://place.map.kakao.com/865629260,none
491,창덕궁 애련지,https://place.map.kakao.com/12898580,https://www.cdg.go.kr/bulletin/list01.htm?TbCode=10
492,조선일보창간사옥터,https://place.map.kakao.com/1158493656,none
493,청송당 바위,https://place.map.kakao.com/1268463761,none
494,창덕궁 주합루,https://place.map.kakao.com/8511137,https://www.cdg.go.kr/bulletin/list01.htm?TbCode=10
495,석조여래좌상,https://place.map.kakao.com/7946348,http://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=1&searchCondition=%EB%B0%A9%ED%98%95%EB%8C%80%EC%A2%8C&searchCondition2=&ccbaKdcd=12&ccbaAsno=19770000&ccbaCtcd=11&ccbaCpno=1121119770000&ccbaCndt=&ccbaLcto=&stCcbaAsdt=&endCcbaAsdt=&header=view&returnUrl=%2Fheri%2Fcul%2FculSelectViewList.do&pageNo=1_1_1_0&p=multiSch&sortType=&sortOrd=&sngl=Y&s_kdcdArr=00&s_ctcdArr=00&ccbaPcd1Arr=99&ccbaGcodeArr=00
496,전사청,https://place.map.kakao.com/1820841094,none
497,혜화동김상협가,https://place.map.kakao.com/8656254,none
498,창덕궁 관람정,https://place.map.kakao.com/12898461,https://www.cdg.go.kr/default.jsp
499,진사식당,https://place.map.kakao.com/23881752,none
