,place_name,place_link,place_page
335,폴바셋 혜화역점,https://place.map.kakao.com/2063850166,https://www.baristapaulbassett.co.kr/
336,카페사흘,https://place.map.kakao.com/13608974,none
337,라플란드 드 카페,https://place.map.kakao.com/1644041854,http://www.lappland.co.kr/
338,카페진선,https://place.map.kakao.com/388079892,none
339,메가MGC커피 종로공평점,https://place.map.kakao.com/1435580272,https://www.mega-mgccoffee.com/
340,탐앤탐스 종로5가점,https://place.map.kakao.com/27545003,http://www.tomntoms.com/
341,플랫,https://place.map.kakao.com/1105770594,https://www.instagram.com/platcoffee_/
342,메가MGC커피 경복궁역점,https://place.map.kakao.com/1279070934,http://www.megacoffee.me/
343,아마츄어작업실 광장시장점,https://place.map.kakao.com/1715777587,https://instagram.com/amateurcompany.kwangjang
344,빽다방 종로관철점,https://place.map.kakao.com/27098543,http://www.paikdabang.com/
345,헤리티지클럽,https://place.map.kakao.com/1163285034,https://instagram.com/heritage_clubb
346,할리스 종로5가점,https://place.map.kakao.com/865069485,http://www.hollys.co.kr/
347,파스쿠찌 종로2가점,https://place.map.kakao.com/20481068,http://www.caffe-pascucci.co.kr/
348,통인동커피공방 위켄드,https://place.map.kakao.com/52275000,https://blog.naver.com/coffeenalda/
349,스타벅스 이마빌딩점,https://place.map.kakao.com/13582632,http://www.starbucks.co.kr/
350,셜록홈즈 종각점,https://place.map.kakao.com/462553617,http://sherlock-holmes.co.kr/reservation/
351,스타벅스 종로플레이스점,https://place.map.kakao.com/472529831,https://www.starbucks.co.kr/
352,스탐티쉬,https://place.map.kakao.com/14596383,http://blog.naver.com/stammtisch1
353,카페마고,https://place.map.kakao.com/12172272,https://www.instagram.com/margotcafe.bukchon/
354,스타벅스 광화문우체국점,https://place.map.kakao.com/312821024,http://www.starbucks.co.kr/
355,일일호일,https://place.map.kakao.com/561745915,http://www.instagram.com/11ho1_bookshop
356,타로카페디바,https://place.map.kakao.com/27256492,none
357,종로살롱,https://place.map.kakao.com/2020882424,https://jongrosalon.modoo.at/
358,프롬하츠커피 종로점,https://place.map.kakao.com/1864594404,http://www.fromheartscoffee.com/
359,백미당 광화문점,https://place.map.kakao.com/1304590702,none
360,동숭동커피,https://place.map.kakao.com/26891288,http://blog.naver.com/dsd_coffee
361,트마리,https://place.map.kakao.com/871897654,https://www.instagram.com/teumari_cafe/
362,아메리칸브런치카페,https://place.map.kakao.com/1388010169,https://app.catchtable.co.kr/ct/shop/american.brunch.cafe
363,또옹카페,https://place.map.kakao.com/1159001958,https://ko-kr.facebook.com/ddoong.cafe/
364,토오베,https://place.map.kakao.com/1850739734,https://instagram.com/room.tove
365,알레그리아 덕수궁디팰리스점,https://place.map.kakao.com/32657563,http://www.alegriacoffee.co.kr/
366,노멀사이클코페,https://place.map.kakao.com/18376397,https://www.instagram.com/normalcyclecofe_
367,르프랑루프탑,https://place.map.kakao.com/1994892698,https://www.instagram.com/lefrancrooftop/
368,밀탑 인사동N285호텔점,https://place.map.kakao.com/1858942659,none
369,33마켓,https://place.map.kakao.com/1911098273,none
370,메가MGC커피 광장시장남2문점,https://place.map.kakao.com/1680229895,https://www.mega-mgccoffee.com/
371,카페 누,https://place.map.kakao.com/1596036060,https://www.instagram.com/cafe.noo/
372,오쁘띠베르,https://place.map.kakao.com/1832182578,https://instagram.com/auxpetitsverres
373,오픈원,https://place.map.kakao.com/1112436660,none
374,랑데자뷰 대학로점,https://place.map.kakao.com/1085411383,https://www.instagram.com/rendejavous_deahakro/
375,콘크리트 팔레트,https://place.map.kakao.com/1430842424,https://www.instagram.com/concrete.palette
376,프롬하츠커피 청계종각점,https://place.map.kakao.com/141454443,https://www.fromheartscoffee.com/
377,문화공간온,https://place.map.kakao.com/1179462055,https://munhwagongganon.modoo.at/
378,쪽집게사주타로,https://place.map.kakao.com/351836429,none
379,모센즈 스위트 대학로점,https://place.map.kakao.com/1919676772,https://www.instagram.com/mohssen.s_sweets
380,개비스커피,https://place.map.kakao.com/2092942065,none
381,시가연,https://place.map.kakao.com/24245030,none
382,노우즈 창덕점,https://place.map.kakao.com/1454197256,https://app.catchtable.co.kr/ct/shop/knows_changdeok
383,스타벅스 광화문교보문고점,https://place.map.kakao.com/99236336,https://www.starbucks.co.kr/
384,도틀,https://place.map.kakao.com/1280368681,https://www.instagram.com/dotle.bat/
385,카페디,https://place.map.kakao.com/787196117,https://cafedspace.modoo.at/
386,모리커피 대학로점,https://place.map.kakao.com/1668538201,none
387,소담상회with아이디어스플레이스 인사,https://place.map.kakao.com/312671135,https://www.idus.com/
388,메가MGC커피 대학로마로니에공원점,https://place.map.kakao.com/671173167,https://www.mega-mgccoffee.com/
389,에디션덴마크,https://place.map.kakao.com/1563975664,http://editiondenmark.com/
390,리틀버틀러,https://place.map.kakao.com/1944209059,https://instagram.com/cafe.littlebutler
391,이디야커피 동대문역점,https://place.map.kakao.com/22374217,http://www.ediya.com/
392,산 1-1,https://place.map.kakao.com/451838828,https://www.instagram.com/ewha_san_1_1/
393,종로여가,https://place.map.kakao.com/1611494116,https://www.instagram.com/tourist_social_cafe/
394,유달리 경복궁점,https://place.map.kakao.com/1051302724,http://instagram.com/cafeudally
395,킹스커피 대학로점,https://place.map.kakao.com/1014575631,none
396,오뉴하우스,https://place.map.kakao.com/1529033981,https://onew.life/
397,로그,https://place.map.kakao.com/1340187064,https://www.instagram.com/log_seoul
398,휘겔리,https://place.map.kakao.com/1371064333,https://www.instagram.com/hyggeligt_table/
399,쏘리에스프레소바 창덕궁점,https://place.map.kakao.com/1683175154,https://instagram.com/sorry_espressobar
400,뜰과다원,https://place.map.kakao.com/24879317,https://www.instagram.com/dawoninsadong/
401,성곽마을삼층까페,https://place.map.kakao.com/1905820692,none
402,공차 종로그랑서울점,https://place.map.kakao.com/1704896016,http://www.gong-cha.co.kr/
403,티하우스레몬 서촌점,https://place.map.kakao.com/320509451,https://www.instagram.com/teahouselemon_official
404,사미루,https://place.map.kakao.com/15918695,http://kimchongyung.com/
405,카페테라피 서울대학로점,https://place.map.kakao.com/26625132,http://cafetherapy.net/
406,퀸시바,https://place.map.kakao.com/19927046,none
407,카페자스 광화문점,https://place.map.kakao.com/26505084,http://www.cafejass.com/
408,보통의,https://place.map.kakao.com/2094351797,https://www.instagram.com/botongeui_official/
409,강아지대학로,https://place.map.kakao.com/1313717524,https://www.instagram.com/dogdaehak.ro_dogcafe/
410,일트,https://place.map.kakao.com/1801219296,https://www.instagram.com/illt_coffee/
411,인산인해,https://place.map.kakao.com/15682271,none
412,투썸플레이스 신설IBC호텔점,https://place.map.kakao.com/27582982,http://www.twosome.co.kr/
413,순카페,https://place.map.kakao.com/15999666,https://www.instagram.com/cafesoonbuam/
414,나흐바,https://place.map.kakao.com/1726175004,https://www.instagram.com/nachbarcoffeehouse
415,어라운드시소,https://place.map.kakao.com/1343740286,https://www.instagram.com/aroundseesaw/
416,우지커피 대학로점,https://place.map.kakao.com/1839565183,none
417,후후라운지,https://place.map.kakao.com/26524199,http://www.huhulounge.com/
418,사람과나무,https://place.map.kakao.com/1746689300,none
419,앵글340,https://place.map.kakao.com/1749819159,https://instagram.com/angle_340
420,메가MGC커피 종로숭인점,https://place.map.kakao.com/257591104,http://www.megacoffee.me/
421,삼원샏,https://place.map.kakao.com/809107479,https://instagram.com/samonesec
422,신옛찻집,https://place.map.kakao.com/8414730,none
423,네마 삼청점,https://place.map.kakao.com/2113817680,https://instagram.com/nemacoffee
424,탐앤탐스 대학로2호점,https://place.map.kakao.com/15669016,http://www.tomntoms.com/
425,백화밀,https://place.map.kakao.com/1331449772,https://www.instagram.com/baekhwamil
426,브릭샌드 삼청점,https://place.map.kakao.com/312688406,none
427,비밀의화원 대학로점,https://place.map.kakao.com/1538791500,none
428,소마커피,https://place.map.kakao.com/25502799,https://www.facebook.com/coffeesoma
429,파스쿠찌 이화사거리점,https://place.map.kakao.com/34374477,https://www.caffe-pascucci.co.kr/
430,비담,https://place.map.kakao.com/1259005616,https://instagram.com/cafe_bidam?utm_medium=copy_link
431,커피빈 종로구청앞점,https://place.map.kakao.com/169252831,http://www.coffeebeankorea.com/
432,에이라운드,https://place.map.kakao.com/2011383412,https://instagram.com/cafe.a_round
433,고이커피 북촌점,https://place.map.kakao.com/21409991,https://www.instagram.com/koee_coffee/
434,곰발커피,https://place.map.kakao.com/970413076,https://instagram.com/gombalcoffee_roasters
435,커피투어 경복궁점,https://place.map.kakao.com/18410855,http://www.coffeetour.co.kr/
436,아이사구아,https://place.map.kakao.com/668498716,http://instagram.com/i_sagua_
437,노모,https://place.map.kakao.com/1316587157,https://www.instagram.com/n_0__m_0/
438,나무새찻집,https://place.map.kakao.com/1740702672,none
439,커피빈 광화문역1번출구점,https://place.map.kakao.com/26488127,http://www.coffeebeankorea.com/
440,갤러리소연카페,https://place.map.kakao.com/9483853,http://www.gallerysowyen.com/
441,서머셋팰리스호텔 라운지,https://place.map.kakao.com/27235495,none
442,꽃이피움,https://place.map.kakao.com/1931287894,http://www.facebook.com/cafegossypium
443,컴포즈커피 종로3가점,https://place.map.kakao.com/1522269149,http://www.composecoffee.com/
444,오버트서울,https://place.map.kakao.com/1805068154,https://www.instagram.com/ouvert_seoul/
445,스타벅스 정동점,https://place.map.kakao.com/914760655,https://www.starbucks.co.kr/
446,파스텔커피웍스 서촌점,https://place.map.kakao.com/458299762,https://instagram.com/pastelcoffeeworks
447,데시데,https://place.map.kakao.com/1320230164,https://www.instagram.com/patisserie_decide/
448,북커스,https://place.map.kakao.com/1763634235,none
449,푸드떼,https://place.map.kakao.com/763707742,http://instagram.com/foudethe_seoul
450,피스북스,https://place.map.kakao.com/1983810745,https://www.instagram.com/ida_peacebooks
451,커피티쳐,https://place.map.kakao.com/13109364,none
452,커피빈 세종문화회관옆점,https://place.map.kakao.com/8103493,http://www.coffeebeankorea.com/
453,살롱드딸기,https://place.map.kakao.com/27478032,none
454,커피점방,https://place.map.kakao.com/26967041,none
455,빽다방 종로두산위브점,https://place.map.kakao.com/1186909201,https://paikdabang.com/
456,이스트아뜰리에,https://place.map.kakao.com/179839505,https://app.catchtable.co.kr/ct/shop/east_atelier
457,콤포타블 안국,https://place.map.kakao.com/1752553785,none
458,카페달달,https://place.map.kakao.com/2028343791,https://www.instagram.com/cafe.daldal_
459,별달밤,https://place.map.kakao.com/767000282,https://www.instagram.com/dal.bam/
460,스타벅스 서울대치과병원점,https://place.map.kakao.com/206798750,https://www.starbucks.co.kr/
461,이디야커피 경복궁역점,https://place.map.kakao.com/20231092,http://www.ediya.com/
462,리드아트,https://place.map.kakao.com/1325237065,http://www.lidart.co.kr/
463,솔다방,https://place.map.kakao.com/24752474,none
464,소격동60,https://place.map.kakao.com/1289573748,https://www.facebook.com/hanokcafe60/
465,카페게더 광화문점,https://place.map.kakao.com/581246274,https://www.instagram.com/caffe_gather
466,할리스 성균관대점,https://place.map.kakao.com/1379136660,https://www.hollys.co.kr/
467,더쌍화커피,https://place.map.kakao.com/1457813988,none
468,공유카페,https://place.map.kakao.com/1280540705,http://instagram.com/omomo_cafe1
469,다올카페,https://place.map.kakao.com/923060996,none
470,리셉션,https://place.map.kakao.com/766332968,https://instagram.com/reception.seoul
471,이문커피,https://place.map.kakao.com/429288826,https://instagram.com/2moon_coffee?igshid=YmMyMTA2M2Y=
472,아티클 서촌,https://place.map.kakao.com/1431636346,https://www.instagram.com/article.seochon/
473,커피투어,https://place.map.kakao.com/8563471,http://www.coffeetour.co.kr/
474,열시꽃,https://place.map.kakao.com/1464252265,https://instagram.com/10oclockblossom
475,동산고와,https://place.map.kakao.com/129164744,http://www.instagram.com/dongsan_gowa
476,익선동사주카페 익선통하다,https://place.map.kakao.com/582705364,none
477,경복궁 생과방,https://place.map.kakao.com/1423473658,http://www.royalpalace.go.kr/content/preview/preview04_13.asp
478,이디야커피 창덕궁점,https://place.map.kakao.com/96671839,https://ediya.com/
479,오버트 커피바 서촌,https://place.map.kakao.com/181848779,https://instagram.com/ouvert_seoul
480,커피빈 종로센트로폴리스점,https://place.map.kakao.com/30517766,http://www.coffeebeankorea.com/
481,나인커피로스터스,https://place.map.kakao.com/22538120,none
482,청춘1번지,https://place.map.kakao.com/1457948214,none
483,오제도카페,https://place.map.kakao.com/1232088709,https://instagram.com/amateurcompany.kwangjang?igshid=YmMyMTA2M2Y=
484,에스프레소바 오덕새,https://place.map.kakao.com/1837920939,http://naver.me/5qOVN9mU
485,라미스콘 익선점,https://place.map.kakao.com/788384095,https://www.instagram.com/rami_scone.cafe
486,메가MGC커피 성균관대입구점,https://place.map.kakao.com/1307768141,https://www.mega-mgccoffee.com/
487,할리스 독립문역점,https://place.map.kakao.com/96055155,https://www.hollys.co.kr/
488,월하보이,https://place.map.kakao.com/1278859863,https://www.instagram.com/whtea_seoul/
489,이디야커피 동묘역점,https://place.map.kakao.com/20521970,http://www.ediya.com/
490,커피빈 종각역점,https://place.map.kakao.com/389656301,https://www.coffeebeankorea.com/
491,카페시노라 북촌점,https://place.map.kakao.com/981134227,https://www.instagram.com/cafesinola/
492,연경당,https://place.map.kakao.com/1720131109,https://www.instagram.com/yeongyeong_dang/
493,컴포즈커피 혜화경찰서점,https://place.map.kakao.com/1250042743,http://www.composecoffee.com/
494,위치스커피 대학로점,https://place.map.kakao.com/13015709,none
495,우주라이크커피 독립문역점,https://place.map.kakao.com/1439913455,https://www.instagram.com/wouldulike_dnm
496,코코커피,https://place.map.kakao.com/1964727407,none
497,커피빈 새문안로점,https://place.map.kakao.com/1110448571,http://www.coffeebeankorea.com/
498,더한옥,https://place.map.kakao.com/20032910,none
499,샵닮,https://place.map.kakao.com/1589429681,https://www.instagram.com/darm_macaron_coffee/
