,place_name,place_link,place_page
234,카페트루어스,https://place.map.kakao.com/17321687,none
235,아뻬 서울,https://place.map.kakao.com/354474224,http://apeseoul.com/
236,에그마카슈 대학로점,https://place.map.kakao.com/2116856688,https://www.instagram.com/eggmacachou
237,노우즈 종로풍경점,https://place.map.kakao.com/1844274881,https://www.instagram.com/knowsproject/
238,달콤커피 청계광장점,https://place.map.kakao.com/1134771025,https://www.dalkomm.com/
239,사월의물고기,https://place.map.kakao.com/2068926243,https://www.instagram.com/4wall_fish
240,모리셔스브라운 대학로마로니에공원점,https://place.map.kakao.com/10346849,http://mauritiusbrown.com/
241,통인스윗카페,https://place.map.kakao.com/1965455565,none
242,두채,https://place.map.kakao.com/1710534106,https://instagram.com/ll.doochae
243,네스트,https://place.map.kakao.com/1198326918,https://www.instagram.com/nest.seoul/
244,땡스오트 안국,https://place.map.kakao.com/760916289,https://instagram.com/thanksoat
245,스타벅스 경희궁로점,https://place.map.kakao.com/506743578,http://www.starbucks.co.kr/
246,구테로이테 경복궁점,https://place.map.kakao.com/1440376287,https://www.instagram.com/gute_leute_/
247,투썸플레이스 서린동청계광장점,https://place.map.kakao.com/1378292261,http://www.twosome.co.kr/
248,아트포라이프,https://place.map.kakao.com/7991073,none
249,티파니,https://place.map.kakao.com/27104244,none
250,시크릿챔버,https://place.map.kakao.com/27587673,http://www.secretchamber.kr/
251,투썸플레이스 대학로아트점,https://place.map.kakao.com/466695328,http://www.twosome.co.kr/
252,브라이트사이드,https://place.map.kakao.com/2065513829,http://www.instagram.com/brightside_cafe
253,카페랑솜,https://place.map.kakao.com/1822481162,none
254,카페제이드,https://place.map.kakao.com/841364261,https://www.instagram.com/gate4_cafe_jade/
255,올덴브라운 동묘점,https://place.map.kakao.com/1441616415,https://www.instagram.com/oldenbrown_official/
256,츄로101 삼청점,https://place.map.kakao.com/27495067,http://churro101.com/
257,지유가오카핫초메 삼청점,https://place.map.kakao.com/18514161,http://www.jiyugaoka.co.kr/
258,북촌전망대,https://place.map.kakao.com/17874466,none
259,도트블랭킷 삼청한옥점,https://place.map.kakao.com/1434638727,https://app.catchtable.co.kr/ct/shop/dotblanket_samchung
260,할리스 청계천점,https://place.map.kakao.com/1467265781,http://www.hollys.co.kr/
261,자이온 종로 커피하우스,https://place.map.kakao.com/82202335,https://www.instagram.com/zion.seoul/
262,옥인23,https://place.map.kakao.com/1269840601,http://www.instagram.com/ogin23
263,창의문뜰,https://place.map.kakao.com/1420152109,none
264,가을,https://place.map.kakao.com/10117988,none
265,레이지,https://place.map.kakao.com/1050997290,none
266,커피빈 혜화역점,https://place.map.kakao.com/1213931154,https://www.coffeebeankorea.com/
267,룸즈에이,https://place.map.kakao.com/1588388344,http://roomsa.co.kr/
268,앤팩토리카페,https://place.map.kakao.com/1851227301,http://instagram.com/andfactory601
269,탐앤탐스 종로한올타워점,https://place.map.kakao.com/385398710,https://www.tomntoms.com/
270,메가MGC커피 종로3가역점,https://place.map.kakao.com/839656432,http://www.megacoffee.me/
271,폴키,https://place.map.kakao.com/43699443,https://blog.naver.com/folki
272,B2프로젝트,https://place.map.kakao.com/12087590,http://www.b2project.co.kr/
273,상국,https://place.map.kakao.com/367830691,https://instagram.com/sangguk_y.b
274,커피빈 안국역점,https://place.map.kakao.com/17148295,http://www.coffeebeankorea.com/
275,카페죠꽁드,https://place.map.kakao.com/869978561,https://www.instagram.com/cafe_joconde
276,팔발라 삼청본점,https://place.map.kakao.com/580848889,https://app.catchtable.co.kr/ct/shop/Y2F0Y2hfRkFreVJOak4xWThFVFJlaDdUSDVJUT09
277,커피앳웍스 이마빌딩 광화문점,https://place.map.kakao.com/1854560181,https://www.instagram.com/cw_coffeeworks
278,스타벅스 새문안로점,https://place.map.kakao.com/25115115,http://www.starbucks.co.kr/
279,스타벅스 동숭로아트점,https://place.map.kakao.com/17127114,http://www.starbucks.co.kr/
280,노우즈 안국점,https://place.map.kakao.com/2085045620,https://instagram.com/knowsproject
281,투썸플레이스 종로구청점,https://place.map.kakao.com/17688326,http://www.twosome.co.kr/
282,달콤커피 종로종각점,https://place.map.kakao.com/116137314,http://www.dalkomm.com/
283,루프트커피 광화문점,https://place.map.kakao.com/1099504404,https://luft.kr/
284,공차 대학로점,https://place.map.kakao.com/21161316,http://www.gong-cha.co.kr/
285,테라로사 국립현대미술관서울점,https://place.map.kakao.com/749467532,http://www.terarosa.com/
286,수요일,https://place.map.kakao.com/7957823,none
287,거울한옥미러룸,https://place.map.kakao.com/27095584,http://www.mirrorroom.com/
288,몽유도원도이창,https://place.map.kakao.com/1469807677,none
289,스타벅스 서대문역,https://place.map.kakao.com/41118031,https://www.starbucks.co.kr/
290,HAUKE,https://place.map.kakao.com/297221467,https://www.instagram.com/hauke_seoul
291,할리스 센터포인트점,https://place.map.kakao.com/824925847,http://www.hollys.co.kr/
292,타이티 종로통인직영점,https://place.map.kakao.com/1819224405,http://www.taetea.co.kr/
293,재즈스토리 2호점,https://place.map.kakao.com/345209107,none
294,메가MGC커피 종로르메이에르점,https://place.map.kakao.com/776480585,http://www.megacoffee.me/
295,스타벅스 종로수송점,https://place.map.kakao.com/26330427,http://www.starbucks.co.kr/
296,카페사사,https://place.map.kakao.com/1814996361,https://www.instagram.com/sasa_seoul
297,메가MGC커피 광화문역점,https://place.map.kakao.com/6838970,https://www.mega-mgccoffee.com/
298,이디야커피 광화문점,https://place.map.kakao.com/370462549,http://www.ediya.com/
299,카페비비,https://place.map.kakao.com/1915661772,https://www.instagram.com/cafebibi_/
300,베란다,https://place.map.kakao.com/1282261224,https://www.instagram.com/veranda_seoul/
301,놋그릇가지런히,https://place.map.kakao.com/21394624,http://www.noshimall.co.kr/
302,컴포즈커피 종로구청점,https://place.map.kakao.com/249179932,http://www.composecoffee.com/
303,서울커피 익선점,https://place.map.kakao.com/1202876840,https://www.instagram.com/seoulcoffee1945
304,플리즈사주&타로,https://place.map.kakao.com/1481269606,none
305,모브,https://place.map.kakao.com/1554707656,https://instagram.com/cafe_mauve?utm_medium
306,브루다 인사동,https://place.map.kakao.com/1815826504,https://www.instagram.com/cafe.brewda
307,루스카,https://place.map.kakao.com/68035947,https://www.instagram.com/ruska_cafe_shop/
308,엔티커피,https://place.map.kakao.com/1052329924,none
309,정그리다,https://place.map.kakao.com/6232217,none
310,무던,https://place.map.kakao.com/160692195,https://instagram.com/cafe.mu_done
311,스노브 서촌점,https://place.map.kakao.com/2140773606,none
312,메가MGC커피 종각역점,https://place.map.kakao.com/2015755028,http://www.megacoffee.me/
313,메가MGC커피 대학로중앙점,https://place.map.kakao.com/1785794684,https://www.mega-mgccoffee.com/
314,비건카페 달냥,https://place.map.kakao.com/1657655162,https://instagram.com/dalyang_vegancafe
315,쌍쌍,https://place.map.kakao.com/27525195,none
316,할리스 종각역점,https://place.map.kakao.com/188835154,https://www.hollys.co.kr/
317,오드투디저트,https://place.map.kakao.com/246679851,https://www.instagram.com/odetodessert/
318,57th카페,https://place.map.kakao.com/14735394,none
319,로벨리아듀카페&와인,https://place.map.kakao.com/423741583,https://www.instagram.com/lobeliadew_cafe.wine/
320,스타벅스 동숭길입구점,https://place.map.kakao.com/91432713,https://www.starbucks.co.kr/
321,커피스미스 종로점,https://place.map.kakao.com/27200406,http://www.coffeesmith.co.kr/
322,팀트,https://place.map.kakao.com/1978797215,https://www.instagram.com/timt_coffee
323,포시즌스호텔 마루,https://place.map.kakao.com/27392908,https://www.fourseasons.com/kr/seoul/dining/lounges/maru
324,커피스미스 대학로서경대점,https://place.map.kakao.com/845935522,http://coffeesmith.co.kr/
325,틈,https://place.map.kakao.com/167445754,http://www.facebook.com/ikseon.teum
326,할리스 대명거리점,https://place.map.kakao.com/26436425,http://www.hollys.co.kr/
327,꾸꾸네,https://place.map.kakao.com/27284259,https://www.instagram.com/raccoonkorea/?igshid=1jyojp5u3ygqz
328,달,https://place.map.kakao.com/12423191,none
329,스타벅스 스페이스본점,https://place.map.kakao.com/8439655,http://www.starbucks.co.kr/
330,자작나무이야기,https://place.map.kakao.com/19231509,none
331,커스텀커피 을지로점,https://place.map.kakao.com/1151285010,none
332,메가MGC커피 종로점,https://place.map.kakao.com/883295764,https://www.mega-mgccoffee.com/
333,스타벅스 종로구청점,https://place.map.kakao.com/27597194,http://www.starbucks.co.kr/
334,자하,https://place.map.kakao.com/690329201,https://instagram.com/jaha_seoul
